x1,x2,y
-6.05,-3.025,-26.931471789920778
-6.0,-3.0,-25.924597739559882
-5.95,-2.975,-24.88256723721715
-5.8999999999999995,-2.9499999999999997,-23.810574078472403
-5.85,-2.925,-22.713707172447602
-5.8,-2.9,-21.596935498681827
-5.75,-2.875,-20.4650940226645
-5.7,-2.85,-19.322870595339815
-5.6499999999999995,-2.8249999999999997,-18.174793857438146
-5.6,-2.8,-17.025222165056995
-5.55,-2.775,-15.878333548520814
-5.5,-2.75,-14.738116712213548
-5.45,-2.725,-13.608363078812948
-5.3999999999999995,-2.6999999999999997,-12.492659877178859
-5.35,-2.675,-11.394384269071965
-5.3,-2.65,-10.316698505918113
-5.25,-2.625,-9.262546103001341
-5.199999999999999,-2.5999999999999996,-8.234649014775412
-5.1499999999999995,-2.5749999999999997,-7.235505791443555
-5.1,-2.55,-6.2673906935774415
-5.05,-2.525,-5.332353738341368
-5.0,-2.5,-4.43222164786291
-4.949999999999999,-2.4749999999999996,-3.5685996674571894
-4.8999999999999995,-2.4499999999999997,-2.742874218774563
-4.85,-2.425,-1.9562163505073646
-4.8,-2.4,-1.2095859470669068
-4.75,-2.375,-0.503736653630139
-4.699999999999999,-2.3499999999999996,0.16077852583847227
-4.6499999999999995,-2.3249999999999997,0.7836010025583857
-4.6,-2.3,1.3645597952188124
-4.55,-2.275,1.9036641880291232
-4.5,-2.25,2.401095902891225
-4.449999999999999,-2.2249999999999996,2.857200834735945
-4.3999999999999995,-2.1999999999999997,3.2724803995302167
-4.35,-2.175,3.6475825447092185
-4.3,-2.15,3.9832924718203255
-4.25,-2.125,4.280523120989188
-4.199999999999999,-2.0999999999999996,4.540305466436222
-4.1499999999999995,-2.0749999999999997,4.763778671690886
-4.1,-2.05,4.952180152377429
-4.05,-2.025,5.106835593486371
-4.0,-2.0,5.2291489669088955
-3.9499999999999993,-1.9749999999999996,5.320592593704628
-3.8999999999999995,-1.9499999999999997,5.3826972941060145
-3.8499999999999996,-1.9249999999999998,5.417042666644124
-3.8,-1.9,5.425247536020985
-3.75,-1.875,5.408960607462925
-3.6999999999999993,-1.8499999999999996,5.369851363278412
-3.6499999999999995,-1.8249999999999997,5.3096012352236315
-3.5999999999999996,-1.7999999999999998,5.229895084060745
-3.55,-1.775,5.1324130153889955
-3.5,-1.75,5.018822558449112
-3.4499999999999993,-1.7249999999999996,4.890771232158755
-3.3999999999999995,-1.6999999999999997,4.7498795201428905
-3.3499999999999996,-1.6749999999999998,4.597734273989659
-3.3,-1.65,4.4358825614018595
-3.25,-1.625,4.2658259733378125
-3.1999999999999993,-1.5999999999999996,4.089015401655306
-3.1499999999999995,-1.5749999999999997,3.9068462961997428
-3.0999999999999996,-1.5499999999999998,3.720654407723907
-3.05,-1.525,3.5317120205031345
-3.0,-1.5,3.341224676026503
-2.9499999999999993,-1.4749999999999996,3.150328386712802
-2.8999999999999995,-1.4499999999999997,2.960087336229168
-2.8499999999999996,-1.4249999999999998,2.7714920606901465
-2.8,-1.4,2.585458102794797
-2.75,-1.375,2.402825128827752
-2.6999999999999993,-1.3499999999999996,2.2243564964152247
-2.6499999999999995,-1.3249999999999997,2.0507392589964293
-2.5999999999999996,-1.2999999999999998,1.8825845911515762
-2.55,-1.275,1.720428617226366
-2.5,-1.25,1.5647336241151049
-2.4499999999999993,-1.2249999999999996,1.4158896376158052
-2.3999999999999995,-1.1999999999999997,1.2742163404552707
-2.3499999999999996,-1.1749999999999998,1.1399653089040722
-2.3,-1.15,1.0133225438639524
-2.25,-1.125,0.894411271415775
-2.1999999999999993,-1.0999999999999996,0.7832949870668636
-2.1499999999999995,-1.0749999999999997,0.679980717333435
-2.0999999999999996,-1.0499999999999998,0.5844224718374094
-2.05,-1.025,0.4965248587871001
-2.0,-1.0,0.4161468365471424
-1.9499999999999993,-0.9749999999999996,0.3431055739832332
-1.9000000000000004,-0.9500000000000002,0.2771803923895967
-1.8499999999999996,-0.9249999999999998,0.2181167620687816
-1.799999999999999,-0.8999999999999995,0.16563032703125943
-1.75,-0.875,0.11941093181206208
-1.6999999999999993,-0.8499999999999996,0.07912662505923856
-1.6500000000000004,-0.8250000000000002,0.04442761532886895
-1.5999999999999996,-0.7999999999999998,0.014950155418259637
-1.549999999999999,-0.7749999999999995,-0.009679667423155599
-1.5,-0.75,-0.029842256953562164
-1.4499999999999993,-0.7249999999999996,-0.04592096940782369
-1.4000000000000004,-0.7000000000000002,-0.058298730014782564
-1.3499999999999996,-0.6749999999999998,-0.06735482221956783
-1.299999999999999,-0.6499999999999995,-0.07346186581102743
-1.25,-0.625,-0.07698299863165739
-1.1999999999999993,-0.5999999999999996,-0.0782692749669615
-1.1500000000000004,-0.5750000000000002,-0.0776572920818366
-1.0999999999999996,-0.5499999999999998,-0.07546705470218042
-1.049999999999999,-0.5249999999999995,-0.07200008553945747
-1.0,-0.5,-0.06753778823351747
-0.9499999999999993,-0.47499999999999964,-0.062340067353637056
-0.9000000000000004,-0.4500000000000002,-0.05664420835866434
-0.8499999999999996,-0.4249999999999998,-0.05066401868332679
-0.7999999999999989,-0.39999999999999947,-0.04458922939821845
-0.75,-0.375,-0.0385851551945179
-0.6999999999999993,-0.34999999999999964,-0.03279260877982237
-0.6500000000000004,-0.3250000000000002,-0.027328064147066847
-0.5999999999999996,-0.2999999999999998,-0.02228406160256128
-0.5499999999999989,-0.27499999999999947,-0.01772984591970619
-0.5,-0.25,-0.013712227529537074
-0.4499999999999993,-0.22499999999999964,-0.010256655275235916
-0.3999999999999986,-0.1999999999999993,-0.007368487952023007
-0.34999999999999964,-0.17499999999999982,-0.005034450632916407
-0.29999999999999893,-0.14999999999999947,-0.003224260650798887
-0.25,-0.125,-0.001892407073653603
-0.1999999999999993,-0.09999999999999964,-0.0009800665778412314
-0.14999999999999858,-0.07499999999999929,-0.0004171377985042561
-0.09999999999999964,-0.04999999999999982,-0.0001243755206597519
-0.049999999999998934,-0.024999999999999467,-1.560547281867035e-05
0.0,0.0,0.0
0.05000000000000071,0.025000000000000355,1.5605472818672012e-05
0.10000000000000142,0.05000000000000071,0.00012437552065975853
0.15000000000000036,0.07500000000000018,0.0004171377985042708
0.20000000000000107,0.10000000000000053,0.0009800665778412572
0.25,0.125,0.001892407073653603
0.3000000000000007,0.15000000000000036,0.003224260650798942
0.3500000000000014,0.1750000000000007,0.005034450632916481
0.40000000000000036,0.20000000000000018,0.007368487952023099
0.45000000000000107,0.22500000000000053,0.010256655275236028
0.5,0.25,0.013712227529537074
0.5500000000000007,0.27500000000000036,0.017729845919706343
0.6000000000000014,0.3000000000000007,0.02228406160256145
0.6500000000000004,0.3250000000000002,0.027328064147066847
0.7000000000000011,0.35000000000000053,0.03279260877982256
0.75,0.375,0.0385851551945179
0.8000000000000007,0.40000000000000036,0.044589229398218674
0.8500000000000014,0.4250000000000007,0.050664018683327
0.9000000000000004,0.4500000000000002,0.05664420835866434
0.9500000000000011,0.47500000000000053,0.06234006735363725
1.0,0.5,0.06753778823351747
1.0500000000000007,0.5250000000000004,0.07200008553945761
1.1000000000000014,0.5500000000000007,0.07546705470218051
1.1500000000000004,0.5750000000000002,0.0776572920818366
1.200000000000001,0.6000000000000005,0.07826927496696148
1.25,0.625,0.07698299863165739
1.3000000000000007,0.6500000000000004,0.07346186581102726
1.3500000000000014,0.6750000000000007,0.06735482221956757
1.4000000000000004,0.7000000000000002,0.058298730014782564
1.450000000000001,0.7250000000000005,0.045920969407823184
1.5,0.75,0.029842256953562164
1.5500000000000007,0.7750000000000004,0.009679667423154804
1.6000000000000014,0.8000000000000007,-0.014950155418260594
1.6500000000000004,0.8250000000000002,-0.04442761532886895
1.700000000000001,0.8500000000000005,-0.0791266250592399
1.75,0.875,-0.11941093181206208
1.8000000000000007,0.9000000000000004,-0.16563032703126115
1.8500000000000014,0.9250000000000007,-0.2181167620687836
1.9000000000000004,0.9500000000000002,-0.2771803923895967
1.950000000000001,0.9750000000000005,-0.3431055739832357
2.0,1.0,-0.4161468365471424
2.0500000000000007,1.0250000000000004,-0.4965248587871017
2.1000000000000014,1.0500000000000007,-0.5844224718374126
2.1500000000000004,1.0750000000000002,-0.6799807173334369
2.200000000000001,1.1000000000000005,-0.7832949870668675
2.25,1.125,-0.894411271415775
2.3000000000000007,1.1500000000000004,-1.0133225438639544
2.3500000000000014,1.1750000000000007,-1.1399653089040769
2.4000000000000004,1.2000000000000002,-1.2742163404552733
2.450000000000001,1.2250000000000005,-1.4158896376158103
2.5,1.25,-1.5647336241151049
2.5500000000000007,1.2750000000000004,-1.720428617226369
2.6000000000000014,1.3000000000000007,-1.8825845911515817
2.6500000000000004,1.3250000000000002,-2.0507392589964324
2.700000000000001,1.3500000000000005,-2.224356496415231
2.75,1.375,-2.402825128827752
2.8000000000000007,1.4000000000000004,-2.5854581027948007
2.8500000000000014,1.4250000000000007,-2.7714920606901527
2.9000000000000004,1.4500000000000002,-2.960087336229172
2.950000000000001,1.4750000000000005,-3.1503283867128085
3.0,1.5,-3.341224676026503
3.0500000000000007,1.5250000000000004,-3.531712020503138
3.1000000000000014,1.5500000000000007,-3.7206544077239134
3.1500000000000004,1.5750000000000002,-3.906846296199746
3.200000000000001,1.6000000000000005,-4.089015401655312
3.25,1.625,-4.2658259733378125
3.3000000000000007,1.6500000000000004,-4.435882561401862
3.3500000000000014,1.6750000000000007,-4.597734273989665
3.4000000000000004,1.7000000000000002,-4.749879520142892
3.450000000000001,1.7250000000000005,-4.89077123215876
3.5,1.75,-5.018822558449112
3.5500000000000007,1.7750000000000004,-5.132413015388998
3.6000000000000014,1.8000000000000007,-5.229895084060748
3.6500000000000004,1.8250000000000002,-5.309601235223632
3.700000000000001,1.8500000000000005,-5.369851363278414
3.75,1.875,-5.408960607462925
3.8000000000000007,1.9000000000000004,-5.425247536020984
3.8500000000000014,1.9250000000000007,-5.417042666644123
3.9000000000000004,1.9500000000000002,-5.382697294106014
3.950000000000001,1.9750000000000005,-5.3205925937046255
4.0,2.0,-5.2291489669088955
4.050000000000001,2.0250000000000004,-5.106835593486369
4.100000000000001,2.0500000000000007,-4.952180152377424
4.15,2.075,-4.763778671690882
4.200000000000001,2.1000000000000005,-4.540305466436213
4.25,2.125,-4.280523120989188
4.300000000000001,2.1500000000000004,-3.9832924718203193
4.350000000000001,2.1750000000000007,-3.6475825447092056
4.4,2.2,-3.27248039953021
4.450000000000001,2.2250000000000005,-2.8572008347359295
4.5,2.25,-2.401095902891225
4.550000000000001,2.2750000000000004,-1.9036641880291139
4.600000000000001,2.3000000000000007,-1.3645597952187922
4.65,2.325,-0.7836010025583751
4.700000000000001,2.3500000000000005,-0.1607785258384494
4.75,2.375,0.503736653630139
4.800000000000001,2.4000000000000004,1.2095859470669197
4.850000000000001,2.4250000000000007,1.9562163505073917
4.9,2.45,2.7428742187745776
4.950000000000001,2.4750000000000005,3.568599667457219
5.0,2.5,4.43222164786291
5.050000000000001,2.5250000000000004,5.332353738341384
5.100000000000001,2.5500000000000007,6.267390693577476
5.15,2.575,7.235505791443573
5.200000000000001,2.6000000000000005,8.234649014775448
5.25,2.625,9.262546103001341
5.300000000000001,2.6500000000000004,10.316698505918133
5.350000000000001,2.6750000000000007,11.394384269072006
5.4,2.7,12.49265987717888
5.450000000000001,2.7250000000000005,13.608363078812967
5.5,2.75,14.738116712213548
5.550000000000001,2.7750000000000004,15.878333548520834
5.600000000000001,2.8000000000000007,17.025222165057038
5.65,2.825,18.174793857438168
5.700000000000001,2.8500000000000005,19.322870595339836
5.75,2.875,20.4650940226645
5.800000000000001,2.9000000000000004,21.596935498681848
5.850000000000001,2.9250000000000007,22.71370717244764
5.9,2.95,23.810574078472424
5.950000000000001,2.9750000000000005,24.88256723721717
6.0,3.0,25.924597739559882
6.050000000000001,3.0250000000000004,26.931471789920796
6.100000000000001,3.0500000000000007,27.897906678267063
6.150000000000002,3.075000000000001,28.818547646765012
6.199999999999999,3.0999999999999996,29.687985612418657
6.25,3.125,30.50077570265196
6.300000000000001,3.1500000000000004,31.251456556470483
6.350000000000001,3.1750000000000007,31.934570339601525
6.400000000000002,3.200000000000001,32.544683417868484
6.449999999999999,3.2249999999999996,33.07640762903257
6.5,3.25,33.524422089444805
6.550000000000001,3.2750000000000004,33.88349546811208
6.600000000000001,3.3000000000000007,34.14850865721368
6.650000000000002,3.325000000000001,34.31447776472016
6.699999999999999,3.3499999999999996,34.37657735158742
6.75,3.375,34.3301638330373
6.800000000000001,3.4000000000000004,34.170798960709526
6.850000000000001,3.4250000000000007,33.89427329999348
6.900000000000002,3.450000000000001,33.4966296146351
6.949999999999999,3.4749999999999996,32.97418606877995
7.0,3.5,32.32355915496918
7.050000000000001,3.5250000000000004,31.541686255264636
7.100000000000001,3.5500000000000007,30.62584774165138
7.150000000000002,3.575000000000001,29.573688521164446
7.199999999999999,3.5999999999999996,28.38323893081689
7.25,3.625,27.052934887378864
7.300000000000001,3.6500000000000004,25.58163719738065
7.350000000000001,3.6750000000000007,23.968649933386573
7.400000000000002,3.700000000000001,22.213737783625533
7.449999999999999,3.7249999999999996,20.317142283462104
7.5,3.75,18.27959683895644
7.550000000000001,3.7750000000000004,16.102340454895803
7.600000000000001,3.8000000000000007,13.787130082173448
7.650000000000002,3.825000000000001,11.336251502257818
7.699999999999999,3.8499999999999996,8.75252866971659
7.75,3.875,6.039331437341338
7.800000000000001,3.9000000000000004,3.2005815923557686
7.850000000000001,3.9250000000000007,0.24075713646206467
7.900000000000002,3.950000000000001,-2.835105252899069
7.949999999999999,3.9749999999999996,-6.02140963776162
8.0,4.0,-9.312002163751266
8.05,4.025,-12.700174379972143
8.100000000000001,4.050000000000001,-16.178668575687944
8.150000000000002,4.075000000000001,-19.739685168689945
8.2,4.1,-23.37489217386685
8.25,4.125,-27.075436773868155
8.3,4.15,-30.83195900690205
8.350000000000001,4.175000000000001,-34.63460757966956
8.400000000000002,4.200000000000001,-38.47305780619714
8.45,4.225,-42.33653166594494
8.5,4.25,-46.21381996703966
8.55,4.275,-50.09330659283397
8.600000000000001,4.300000000000001,-53.962994802272355
8.650000000000002,4.325000000000001,-57.810535546738194
8.7,4.35,-61.623257758227965
8.75,4.375,-65.38820055585252
8.8,4.4,-69.09214730982812
8.850000000000001,4.425000000000001,-72.7216614943406
8.900000000000002,4.450000000000001,-76.26312425293735
8.95,4.475,-79.70277359248571
9.0,4.5,-83.02674511424118
9.05,4.525,-86.22111418322284
9.100000000000001,4.550000000000001,-89.27193942994312
9.150000000000002,4.575000000000001,-92.16530747158272
9.200000000000003,4.600000000000001,-94.88737873299583
9.25,4.625,-97.42443424148505
9.3,4.65,-99.762923263135
9.350000000000001,4.675000000000001,-101.88951164265767
9.400000000000002,4.700000000000001,-103.79113070322131
9.450000000000003,4.725000000000001,-105.4550265576121
9.5,4.75,-106.86880967735874
9.55,4.775,-108.02050456214687
9.600000000000001,4.800000000000001,-108.8985993479841
9.650000000000002,4.825000000000001,-109.4920951891804
9.700000000000003,4.850000000000001,-109.79055524628517
9.75,4.875,-109.78415310970817
9.8,4.9,-109.46372048685214
9.850000000000001,4.925000000000001,-108.82079397922101
9.900000000000002,4.950000000000001,-107.84766077515435
9.950000000000003,4.975000000000001,-106.5374030835871
10.0,5.0,-104.88394113455655
