x1,x2,y
-6.05,-3.025,-26.931471789920778
-6.0,-3.0,-25.924597739559882
-5.95,-2.975,-24.88256723721715
-5.8999999999999995,-2.9499999999999997,-23.810574078472403
-5.85,-2.925,-22.713707172447602
-5.8,-2.9,-21.596935498681827
-5.75,-2.875,-20.4650940226645
-5.7,-2.85,-19.322870595339815
-5.6499999999999995,-2.8249999999999997,-18.174793857438146
-5.6,-2.8,-17.025222165056995
-5.55,-2.775,-15.878333548520814
-5.5,-2.75,-14.738116712213548
-5.45,-2.725,-13.608363078812948
-5.3999999999999995,-2.6999999999999997,-12.492659877178859
-5.35,-2.675,-11.394384269071965
-5.3,-2.65,-10.316698505918113
-5.25,-2.625,-9.262546103001341
-5.199999999999999,-2.5999999999999996,-8.234649014775412
-5.1499999999999995,-2.5749999999999997,-7.235505791443555
-5.1,-2.55,-6.2673906935774415
-5.05,-2.525,-5.332353738341368
-5.0,-2.5,-4.43222164786291
-4.949999999999999,-2.4749999999999996,-3.5685996674571894
-4.8999999999999995,-2.4499999999999997,-2.742874218774563
-4.85,-2.425,-1.9562163505073646
-4.8,-2.4,-1.2095859470669068
-4.75,-2.375,-0.503736653630139
-4.699999999999999,-2.3499999999999996,0.16077852583847227
-4.6499999999999995,-2.3249999999999997,0.7836010025583857
-4.6,-2.3,1.3645597952188124
-4.55,-2.275,1.9036641880291232
-4.5,-2.25,2.401095902891225
-4.449999999999999,-2.2249999999999996,2.857200834735945
-4.3999999999999995,-2.1999999999999997,3.2724803995302167
-4.35,-2.175,3.6475825447092185
-4.3,-2.15,3.9832924718203255
-4.25,-2.125,4.280523120989188
-4.199999999999999,-2.0999999999999996,4.540305466436222
-4.1499999999999995,-2.0749999999999997,4.763778671690886
-4.1,-2.05,4.952180152377429
-4.05,-2.025,5.106835593486371
-4.0,-2.0,5.2291489669088955
-3.9499999999999993,-1.9749999999999996,5.320592593704628
-3.8999999999999995,-1.9499999999999997,5.3826972941060145
-3.8499999999999996,-1.9249999999999998,5.417042666644124
-3.8,-1.9,5.425247536020985
-3.75,-1.875,5.408960607462925
-3.6999999999999993,-1.8499999999999996,5.369851363278412
-3.6499999999999995,-1.8249999999999997,5.3096012352236315
-3.5999999999999996,-1.7999999999999998,5.229895084060745
-3.55,-1.775,5.1324130153889955
-3.5,-1.75,5.018822558449112
-3.4499999999999993,-1.7249999999999996,4.890771232158755
-3.3999999999999995,-1.6999999999999997,4.7498795201428905
-3.3499999999999996,-1.6749999999999998,4.597734273989659
-3.3,-1.65,4.4358825614018595
-3.25,-1.625,4.2658259733378125
-3.1999999999999993,-1.5999999999999996,4.089015401655306
-3.1499999999999995,-1.5749999999999997,3.9068462961997428
-3.0999999999999996,-1.5499999999999998,3.720654407723907
-3.05,-1.525,3.5317120205031345
-3.0,-1.5,3.341224676026503
-2.9499999999999993,-1.4749999999999996,3.150328386712802
-2.8999999999999995,-1.4499999999999997,2.960087336229168
-2.8499999999999996,-1.4249999999999998,2.7714920606901465
-2.8,-1.4,2.585458102794797
-2.75,-1.375,2.402825128827752
-2.6999999999999993,-1.3499999999999996,2.2243564964152247
-2.6499999999999995,-1.3249999999999997,2.0507392589964293
-2.5999999999999996,-1.2999999999999998,1.8825845911515762
-2.55,-1.275,1.720428617226366
-2.5,-1.25,1.5647336241151049
-2.4499999999999993,-1.2249999999999996,1.4158896376158052
-2.3999999999999995,-1.1999999999999997,1.2742163404552707
-2.3499999999999996,-1.1749999999999998,1.1399653089040722
-2.3,-1.15,1.0133225438639524
-2.25,-1.125,0.894411271415775
-2.1999999999999993,-1.0999999999999996,0.7832949870668636
-2.1499999999999995,-1.0749999999999997,0.679980717333435
-2.0999999999999996,-1.0499999999999998,0.5844224718374094
-2.05,-1.025,0.4965248587871001
-2.0,-1.0,0.4161468365471424
-1.9499999999999993,-0.9749999999999996,0.3431055739832332
-1.9000000000000004,-0.9500000000000002,0.2771803923895967
-1.8499999999999996,-0.9249999999999998,0.2181167620687816
-1.799999999999999,-0.8999999999999995,0.16563032703125943
-1.75,-0.875,0.11941093181206208
-1.6999999999999993,-0.8499999999999996,0.07912662505923856
-1.6500000000000004,-0.8250000000000002,0.04442761532886895
-1.5999999999999996,-0.7999999999999998,0.014950155418259637
-1.549999999999999,-0.7749999999999995,-0.009679667423155599
-1.5,-0.75,-0.029842256953562164
-1.4499999999999993,-0.7249999999999996,-0.04592096940782369
-1.4000000000000004,-0.7000000000000002,-0.058298730014782564
-1.3499999999999996,-0.6749999999999998,-0.06735482221956783
-1.299999999999999,-0.6499999999999995,-0.07346186581102743
-1.25,-0.625,-0.07698299863165739
-1.1999999999999993,-0.5999999999999996,-0.0782692749669615
-1.1500000000000004,-0.5750000000000002,-0.0776572920818366
-1.0999999999999996,-0.5499999999999998,-0.07546705470218042
-1.049999999999999,-0.5249999999999995,-0.07200008553945747
-1.0,-0.5,-0.06753778823351747
-0.9499999999999993,-0.47499999999999964,-0.062340067353637056
-0.9000000000000004,-0.4500000000000002,-0.05664420835866434
-0.8499999999999996,-0.4249999999999998,-0.05066401868332679
-0.7999999999999989,-0.39999999999999947,-0.04458922939821845
-0.75,-0.375,-0.0385851551945179
-0.6999999999999993,-0.34999999999999964,-0.03279260877982237
-0.6500000000000004,-0.3250000000000002,-0.027328064147066847
-0.5999999999999996,-0.2999999999999998,-0.02228406160256128
-0.5499999999999989,-0.27499999999999947,-0.01772984591970619
-0.5,-0.25,-0.013712227529537074
-0.4499999999999993,-0.22499999999999964,-0.010256655275235916
-0.3999999999999986,-0.1999999999999993,-0.007368487952023007
-0.34999999999999964,-0.17499999999999982,-0.005034450632916407
-0.29999999999999893,-0.14999999999999947,-0.003224260650798887
-0.25,-0.125,-0.001892407073653603
-0.1999999999999993,-0.09999999999999964,-0.0009800665778412314
-0.14999999999999858,-0.07499999999999929,-0.0004171377985042561
-0.09999999999999964,-0.04999999999999982,-0.0001243755206597519
-0.049999999999998934,-0.024999999999999467,-1.560547281867035e-05
0.0,0.0,0.0
